WL [nm],PAN,BLUE,GREEN,RED,NIR
849,0.004781,0.002652,0.005679,0.001973,789.8
850,0.004321,0.002518,0.008616,0.006579,782.2
851,0.00387,0.002542,0.01256,0.01239,775.1
852,0.003466,0.002428,0.01814,0.008401,768.1
853,0.003139,0.002609,0.01186,0.004451,762.1
854,0.002845,0.002772,0.01315,0.003696,756.1
855,0.002577,0.003213,0.00197,0.004037,750.5
856,0.002343,0.003959,0.005537,0.0005436,744.9
857,0.002067,0.005412,0.01041,0.00385,739.7
858,0.001922,0.008246,0.01058,0.0008437,734.5
859,0.00176,0.01253,0.005156,0.003458,728.7
860,0.001605,0.01763,0.00608,0.003709,722.9
861,0.00147,0.02339,0.01085,0.007335,716.4
862,0.001321,0.0292,0.006868,0.005466,709.9
863,0.001258,0.03483,0.00801,0.005805,702.8
864,0.001174,0.0375,0.00388,0.007097,695.6
865,0.001052,0.04585,0.006774,0.006327,687.6
866,0.0009993,0.05037,0.003611,0.002392,679.5
867,0.0009242,0.05392,0.007705,0.003824,671.6
868,0.0008475,0.05503,0.001194,0.002434,663.7
869,0.0007709,0.05389,0.005511,0.001647,656.6
870,0.0007402,0.04775,0.0059,0.002986,649.4
871,0.0006836,0.04761,0.002354,0.006222,642.7
872,0.0006658,0.04329,0.002589,0.001745,635.9
873,0.0005916,0.03837,0.003258,0.00231,629.4
874,0.0005646,0.02836,0.00359,0.004625,622.9
875,0.0005246,0.02514,0.003921,0.00462,616.7
876,0.0004909,0.01984,0.002707,0.002431,610.6
877,0.0004757,0.01682,0.001538,0.004264,604.5
878,0.0004332,0.01065,0.003593,0.003648,598.4
879,0.0004468,0.00928,0.001084,0.002604,591.8
880,0.0003995,0.006809,0.002229,0.002152,585.3
881,0.0004078,0.004828,0.0005095,0.0008221,578.6
882,0.000382,0.003057,0.003186,0.002168,572
883,0.0003516,0.002247,0.003453,0.002107,566
884,0.000338,0.001466,0.001642,0.003444,560.1
885,0.0003421,0.0009657,0.002159,0.003501,554.6
886,0.0003125,0.0006519,0.002859,0.001401,549.1
887,0.0002999,0.0004659,0.00217,0.002713,544.8
888,0.0002874,0.0003691,0.001793,0.001951,540.5
889,0.0002731,0.0002998,0.000363,0.001343,537
890,0.000263,0.0002703,0.002037,0.002013,533.4
891,0.0002733,0.0002402,0.001345,0.003137,530.4
892,0.0002194,0.0002245,0.0003298,0.0017,527.5
893,0.0002126,0.0002047,0.001242,0.0006715,524.9
894,0.0002021,0.0001954,0.002002,0.001459,522.3
895,0.0002117,0.0001884,0.00211,0.002423,519.7
896,0.0001778,0.0001652,0.003402,0.001544,517.1
897,0.0001566,0.0001795,0.002894,0.00183,514.4
898,0.0001238,0.0001583,0.002086,0.001456,511.6
899,0.0001269,0.0001475,0.002352,0.002061,508.8
900,0.000124,0.0001629,0.001745,0.00206,505.9
901,0.0001008,0.0001602,0.0005626,0.001609,503.2
902,0.0001012,0.0001526,0.0006287,0.002241,500.4
903,0.0001029,0.0001446,0.001397,0.001473,497.4
904,9.616E-05,0.00015,0.0008717,0.001456,494.4
905,4.663E-05,0.0001386,0.002529,0.001911,491.3
906,5.417E-05,0.0001411,0.001497,0.002303,488.3
907,4.34E-05,0.0001514,0.002763,0.001417,485.1
908,2.613E-05,0.0001317,0.001535,0.00197,481.9
909,2.831E-05,0.0001346,0.0008955,0.001589,479
910,3.4E-05,0.0001455,0.001676,0.00198,476.1
911,1.928E-05,0.0001443,0.002682,0.001714,473.9
912,1.465E-05,0.0001415,0.00145,0.001978,471.7
913,1.882E-05,0.0001562,0.00192,0.001645,470
914,1.729E-05,0.0001688,0.001438,0.001542,468.2
915,3.195E-05,0.0001588,0.00132,0.001915,464.8
916,9.915E-06,0.0001702,0.001313,0.001175,460.4
917,1.906E-05,0.000178,0.0006713,0.0009074,446.8
918,1.748E-05,0.0001802,0.001982,0.001219,431.2
919,2.043E-05,0.0001915,0.001055,0.002177,397.4
920,1.113E-05,0.0002026,0.001392,0.0009925,361.6
921,2.284E-05,0.0002326,0.001421,0.0007506,308.8
922,9.156E-06,0.000264,0.002358,0.0009761,256.1
923,1.801E-05,0.0002972,0.002726,0.0009969,203
924,1.443E-05,0.0003637,0.002159,0.0009439,151.8
925,4.659E-06,0.0004491,0.001688,0.0007809,114.5
926,1.511E-05,0.0005781,0.0009886,0.0008909,79.19
927,2.282E-05,0.0007532,0.001565,0.0006816,58.57
928,1.845E-05,0.0009905,0.001629,0.0006906,39.25
929,3.258E-06,0.001278,0.001529,0.0006808,29.34
930,1.385E-05,0.001592,0.001799,0.0008346,20.08
931,3.602E-06,0.001924,0.001683,0.0005282,15.44
932,1.138E-05,0.002285,0.001796,0.0001364,11.09
933,2.557E-06,0.002615,0.001682,0.0003636,8.778
934,5.864E-06,0.002935,0.001593,0.0005013,6.622
935,9.616E-06,0.003221,0.001687,0.00087,5.476
936,9.783E-06,0.003412,0.00149,0.0005527,4.409
937,1.454E-05,0.003536,0.001577,0.0004852,3.832
938,1.077E-05,0.003608,0.001562,0.0005348,3.275
939,9.985E-06,0.003644,0.0008056,0.0002063,2.832
940,2.161E-05,0.003732,0.001005,0.0003754,2.353
941,1.345E-05,0.004025,0.001055,0.0004111,2.116
942,3.99E-06,0.004768,0.001168,0.000326,1.729
943,1.82E-05,0.005998,0.0009933,0.0003288,1.234
944,7.372E-06,0.007694,0.0009237,0.0002072,0.8944
945,1.058E-05,0.01002,0.001271,0.0003239,0.6544
946,4.09E-06,0.01269,0.0006107,0.0001083,0.4804
947,8.545E-06,0.0154,0.000448,0.0001313,0.3579
948,5.632E-06,0.01782,0.0008133,0.0001751,0.2683
949,8.257E-06,0.01979,0.0006772,0.0002567,0.2019
950,6.149E-06,0.02139,0.0005916,0.0003809,0.1551
951,1.606E-05,0.02205,0.0006277,0.0003108,0.1219
952,3.396E-06,0.02103,0.0005739,0.0003047,0.09502
953,1.335E-05,0.01857,0.0006003,8.116E-05,0.07466
954,8.465E-06,0.0155,0.0005705,8.111E-05,0.05971
955,1.626E-05,0.01235,0.0008017,0.0001457,0.04746
956,1.601E-05,0.009327,0.0007656,0.0001663,0.03776
957,3.656E-06,0.006644,0.0006045,0.0003075,0.03085
958,1.643E-05,0.004467,0.0005444,0.0001347,0.02553
959,2.757E-06,0.00298,0.0006039,0.0002582,0.02082
960,8.155E-06,0.001966,0.0005022,0.0001101,0.01737
961,9.836E-06,0.001274,0.0003509,7.207E-05,0.01406
962,1.311E-05,0.0008639,0.0005233,0.0001356,0.01145
963,6.009E-06,0.0006587,0.0005073,0.0001218,0.009525
964,9.212E-06,0.0005483,0.0004327,0.0001251,0.008151
965,7.1E-06,0.0004778,0.0006479,0.0001577,0.006842
966,4.194E-06,0.0004279,0.0005276,0.0001437,0.005926
967,1.111E-05,0.0003976,0.0004402,0.0001558,0.005168
968,8.171E-06,0.0003746,0.000272,0.0001489,0.004484
969,4.779E-06,0.0003587,0.000235,0.0001454,0.003926
970,7.445E-06,0.0003496,0.0003518,0.0001035,0.003285
971,7.094E-06,0.000347,0.0003132,8.876E-05,0.002871
972,1.018E-05,0.0003491,0.0004249,6.461E-05,0.002554
973,1.045E-05,0.0003566,0.0003699,0.000103,0.001964
974,1.024E-05,0.0003685,0.0003954,0.0002141,0.001657
975,1.203E-05,0.000389,0.0003176,0.0001662,0.001587
976,8.533E-06,0.0004148,0.0003537,0.0001288,0.001342
977,7.723E-06,0.0004517,0.000418,7.556E-05,0.001153
978,8.538E-06,0.0005018,0.0002513,0.0001286,0.001107
979,5.338E-06,0.0005737,0.0002589,0.0001921,0.001015
980,6.466E-06,0.0006753,0.0002443,0.0001363,0.0007689
981,8.806E-06,0.0008197,0.0003007,0.0001779,0.0006303
982,1.203E-05,0.001036,0.0003254,0.0002022,0.0008322
983,1.109E-05,0.00135,0.0002482,0.0001543,0.0006446
984,9.165E-06,0.001789,0.0002154,0.0001353,0.0005714
985,9.117E-06,0.002389,0.0002266,0.0001797,0.0003359
986,8.552E-06,0.00312,0.0003506,0.000237,0.0003987
987,1.046E-05,0.00406,0.0003747,0.0002397,0.0004003
988,1.32E-05,0.005187,0.0002293,0.000217,0.0002669
989,9.63E-06,0.006435,0.0002092,0.0002533,0.0004502
990,7.848E-06,0.007766,0.0002621,0.0002133,0.0003618
991,8.461E-06,0.008952,0.0002634,0.0002334,0.0002288
992,1.217E-05,0.009755,0.0001972,0.0002767,0.0003572
993,7.962E-06,0.01012,0.0002161,0.0002912,0.0004052
994,1.035E-05,0.009848,0.0002246,0.0003632,0.0001967
995,1.169E-05,0.009091,0.0002149,0.0002901,0.0002865
996,1.239E-05,0.008034,0.0001693,0.0003503,0.000349
997,1.174E-05,0.006824,0.0001671,0.0003739,0.0001908
998,8.128E-06,0.005636,0.0002212,0.0004775,0.0001895
999,1.385E-05,0.004633,0.0002332,0.0005472,0.0001194
1000,1.045E-05,0.003834,0.0002522,0.0005176,5.437E-05
1001,1.136E-05,0.003162,0.0002247,0.000554,0.0002089
1002,1.384E-05,0.002695,0.0001692,0.0006029,0.0001952
1003,1.211E-05,0.002342,0.0002665,0.0007323,7.937E-05
1004,1.056E-05,0.002101,0.0002982,0.0007991,0.0001646
1005,1.627E-05,0.001942,0.0003068,0.000787,9.693E-05
1006,1.392E-05,0.001858,0.0003683,0.0007046,0.0001506
1007,1.596E-05,0.001806,0.0003724,0.0007593,0.0001116
1008,1.595E-05,0.001801,0.0003243,0.0008643,0.0001198
1009,1.553E-05,0.001824,0.0002956,0.0008704,0.0001379
1010,1.645E-05,0.001873,0.0002913,0.0009237,0.0002011
1011,2.194E-05,0.001961,0.0003742,0.0009389,0.0002185
1012,2.141E-05,0.002086,0.0004574,0.0008614,0.0001495
1013,2.095E-05,0.002241,0.0003745,0.0008766,8.174E-05
1014,2.425E-05,0.00241,0.0003926,0.0009465,0.0001175
1015,2.399E-05,0.00263,0.0004343,0.0009246,4.271E-05
1016,2.664E-05,0.002876,0.0004535,0.0007967,5.71E-05
1017,2.932E-05,0.003147,0.0004398,0.0007976,0.0001021
1018,2.949E-05,0.003427,0.0004478,0.0009116,8.026E-05
1019,3.219E-05,0.00371,0.0005162,0.0008905,6.825E-05
1020,3.646E-05,0.003812,0.0005321,0.000811,5.585E-05
1021,4.633E-05,0.004198,0.0005523,0.0007774,8.404E-05
1022,4.666E-05,0.004045,0.0005783,0.0007426,0.0001578
1023,5.218E-05,0.004174,0.0005971,0.0007154,9.433E-05
1024,5.963E-05,0.00447,0.0005743,0.0006839,9.296E-05
1025,6.438E-05,0.004408,0.0005715,0.0006813,2.595E-05
1026,7.542E-05,0.00423,0.0005701,0.0006497,6.218E-05
1027,8.12E-05,0.003978,0.0005924,0.000606,5.518E-05
1028,8.567E-05,0.003435,0.0006075,0.0006364,3.293E-05
1029,9.164E-05,0.003168,0.0005881,0.0005973,3.589E-05
1030,9.557E-05,0.002904,0.0005899,0.0005609,6.657E-05
1031,9.473E-05,0.002631,0.0005462,0.0005379,5.297E-05
1032,9.548E-05,0.00238,0.0005559,0.0004166,6.627E-05
1033,9.587E-05,0.002176,0.0005474,0.0003793,6.003E-05
1034,9.335E-05,0.001989,0.000533,0.0004123,5.909E-05
1035,9.252E-05,0.001841,0.0005437,0.0003954,8.615E-05
1036,9.327E-05,0.001716,0.0005401,0.0003641,5.687E-05
1037,9.297E-05,0.001604,0.0005162,0.000338,4.413E-05
1038,9.171E-05,0.001512,0.0004924,0.0002823,6.413E-05
1039,9.166E-05,0.001461,0.0004885,0.0002786,4.264E-05
1040,9.221E-05,0.001429,0.0004894,0.0002977,5.689E-05
1041,9.016E-05,0.001404,0.0004749,0.0002773,7.502E-05
1042,8.883E-05,0.001514,0.0004735,0.0002794,5.949E-05
1043,8.981E-05,0.001463,0.0004777,0.0002562,3.77E-05
1044,8.986E-05,0.00154,0.0004874,0.0002322,2.775E-05
1045,8.784E-05,0.001569,0.0004841,0.0002235,1.775E-05
1046,8.903E-05,0.001496,0.0004858,0.0001957,5.34E-06
1047,8.878E-05,0.001569,0.0005187,0.0001839,1.701E-05
1048,8.901E-05,0.001646,0.0005307,0.0001923,2.766E-05
1049,8.924E-05,0.001745,0.0005519,0.0001809,1.268E-05
1050,8.832E-05,0.001677,0.0005749,0.0001752,9.72E-06
1051,8.915E-05,0.001803,0.0005912,0.0001692,2.6E-05
1052,8.814E-05,0.00216,0.0006278,0.0001514,2.61E-05
1053,9.037E-05,0.002382,0.0006713,0.0001507,1.586E-05
1054,8.95E-05,0.002635,0.000714,0.0001083,2.35E-05
1055,9.187E-05,0.002914,0.0007565,0.0001056,2.758E-05
1056,9.302E-05,0.002932,0.0008154,0.0001337,2.175E-05
1057,9.334E-05,0.003257,0.0008865,0.0001285,3.728E-05
1058,9.344E-05,0.004376,0.0009654,0.0001429,2.386E-05
1059,9.481E-05,0.004789,0.001071,0.0001452,9.062E-06
1060,9.551E-05,0.005176,0.001186,0.0001443,2.036E-05
1061,9.647E-05,0.005561,0.001315,0.0001396,1.942E-05
1062,9.716E-05,0.005856,0.001469,0.0001273,7.087E-06
1063,9.94E-05,0.006065,0.00165,0.0001232,9.219E-06
1064,0.0001008,0.005616,0.001847,0.0001304,1.854E-05
1065,0.0001019,0.005477,0.002063,0.0001291,2.618E-05
1066,0.0001035,0.005259,0.00231,0.0001178,1.602E-05
1067,0.0001054,0.005042,0.002606,0.000112,1.263E-05
1068,0.0001083,0.005203,0.002926,0.0001159,1.571E-05
1069,0.0001112,0.004884,0.003264,0.000121,8.123E-06
1070,0.0001144,0.004169,0.003631,0.0001185,8.744E-06
1071,0.000118,0.003837,0.00404,0.0001142,1.38E-05
1072,0.0001229,0.003542,0.004452,0.0001114,1.024E-05
1073,0.0001276,0.003273,0.004878,0.0001087,1.626E-05
1074,0.0001338,0.003326,0.005347,9.36E-05,2.457E-05
1075,0.0001392,0.003125,0.005823,9.206E-05,2.217E-05
1076,0.0001459,0.002953,0.006309,8.103E-05,1.218E-05
1077,0.0001522,0.002791,0.0068,7.592E-05,5.492E-06
1078,0.0001597,0.002674,0.007295,7.955E-05,7.701E-06
1079,0.000168,0.002613,0.00781,8.065E-05,9.238E-06
1080,0.0001752,0.002564,0.008387,8.298E-05,4.761E-06
1081,0.000184,0.002533,0.009053,8.379E-05,4.41E-06
1082,0.0001936,0.002292,0.009732,8.642E-05,1.295E-05
1083,0.0002049,0.00227,0.01038,8.665E-05,1.358E-05
1084,0.0002161,0.002381,0.011,9.01E-05,8.355E-06
1085,0.0002299,0.002428,0.01163,9.154E-05,6.406E-06
1086,0.000242,0.002501,0.01234,9.216E-05,2.986E-06
1087,0.0002571,0.002592,0.01302,9.94E-05,2.777E-06
1088,0.0002745,0.002461,0.01361,8.995E-05,9.885E-06
1089,0.0002919,0.00262,0.01425,9.53E-05,9.04E-06
1090,0.0003111,0.00306,0.01495,0.0001331,3.994E-06
1091,0.0003316,0.003258,0.01568,0.0001464,5.908E-06
1092,0.0003565,0.003507,0.01642,0.0001434,7.987E-06
1093,0.0003832,0.003809,0.01713,0.0001561,1.323E-05
1094,0.0004136,0.003375,0.01803,0.0001642,1.319E-05
1095,0.000446,0.003706,0.01907,0.0001763,9.997E-06
1096,0.0004834,0.005534,0.02008,0.0001642,9.565E-06
1097,0.000523,0.006136,0.0212,0.0001755,7.08E-06
1098,0.000523,0.006445,0.02176,0.0001787,4.927E-06
1099,0.000523,0.006445,0.02176,0.0001787,4.927E-06
1100,0.000523,0.006445,0.02176,0.0001787,4.927E-06
