WL(nm),Spot6 Blue,Spot6 Green,Spot6 Red,Spot6 NIR,Spot6 Pan
834,0.00005307,0.00000178,0.00000601,0.74648701,0.00001879
835,0.00005117,0.00000333,0.00000422,0.74311251,0.00001726
836,0.00005068,0.00000130,0.00000512,0.73936992,0.00001797
837,0.00005036,0.00000347,0.00000509,0.73559705,0.00001774
838,0.00005270,0.00000220,0.00000286,0.73163277,0.00001520
839,0.00004991,0.00000159,0.00000637,0.72765295,0.00001784
840,0.00005177,0.00000449,0.00000539,0.72334537,0.00001500
841,0.00005900,0.00000188,0.00000579,0.71892768,0.00001790
842,0.00004889,0.00000635,0.00000462,0.71424776,0.00001464
843,0.00006116,0.00000903,0.00000647,0.70932732,0.00001317
844,0.00005285,0.00000344,0.00000604,0.70417024,0.00001633
845,0.00006427,0.00001051,0.00000432,0.69865547,0.00001127
846,0.00005589,0.00000601,0.00000662,0.69314542,0.00001471
847,0.00006943,0.00000991,0.00000521,0.68706957,0.00001314
848,0.00006195,0.00001299,0.00000680,0.68120878,0.00001114
849,0.00007219,0.00000632,0.00001180,0.67553032,0.00000968
850,0.00007275,0.00001514,0.00000638,0.66989091,0.00001262
851,0.00006694,0.00000941,0.00000805,0.66440763,0.00001126
852,0.00007232,0.00001426,0.00000389,0.65922988,0.00002112
853,0.00006712,0.00000749,0.00001200,0.65415969,0.00001135
854,0.00007044,0.00001524,0.00001134,0.64965635,0.00001674
855,0.00006607,0.00000887,0.00000562,0.64537477,0.00001146
856,0.00007040,0.00000743,0.00001181,0.64153052,0.00001572
857,0.00007120,0.00001404,0.00000868,0.63820324,0.00002157
858,0.00006047,0.00000558,0.00001541,0.63506916,0.00001166
859,0.00006863,0.00001092,0.00001086,0.63264959,0.00002111
860,0.00006547,0.00001135,0.00001222,0.62992135,0.00001206
861,0.00005919,0.00000460,0.00000823,0.62726732,0.00002362
862,0.00006852,0.00001024,0.00000960,0.62445640,0.00002815
863,0.00005996,0.00000547,0.00000871,0.62156999,0.00001740
864,0.00006589,0.00001036,0.00001051,0.61847181,0.00001816
865,0.00006938,0.00000503,0.00001235,0.61501909,0.00002519
866,0.00006013,0.00001140,0.00000864,0.61133939,0.00001627
867,0.00007365,0.00000557,0.00001357,0.60744762,0.00002405
868,0.00006702,0.00001124,0.00001158,0.60314205,0.00002027
869,0.00007595,0.00000612,0.00001522,0.59883705,0.00002469
870,0.00008089,0.00001120,0.00001091,0.59425662,0.00002124
871,0.00006987,0.00000642,0.00001237,0.58928886,0.00001758
872,0.00008784,0.00001093,0.00000928,0.58381508,0.00002971
873,0.00007751,0.00000638,0.00000973,0.57719033,0.00002051
874,0.00009504,0.00001191,0.00000865,0.56857851,0.00002437
875,0.00010978,0.00000531,0.00001333,0.55699311,0.00002119
876,0.00008984,0.00000907,0.00000847,0.54163099,0.00001926
877,0.00012777,0.00000487,0.00001329,0.52202898,0.00001850
878,0.00010534,0.00000794,0.00000740,0.49847084,0.00001774
879,0.00014784,0.00000998,0.00000974,0.47191641,0.00002056
880,0.00012341,0.00000316,0.00001229,0.44270534,0.00002202
881,0.00017455,0.00000322,0.00001128,0.41155122,0.00001602
882,0.00018601,0.00001260,0.00000704,0.37843868,0.00001436
883,0.00015342,0.00000365,0.00001244,0.34304355,0.00001710
884,0.00020484,0.00000446,0.00000915,0.30590964,0.00001369
885,0.00017984,0.00001209,0.00001448,0.26730226,0.00001827
886,0.00018931,0.00000567,0.00001164,0.22805403,0.00001218
887,0.00022557,0.00001173,0.00000861,0.18974714,0.00001567
888,0.00022780,0.00000705,0.00001441,0.15369596,0.00001596
889,0.00021393,0.00001006,0.00000700,0.12145605,0.00001348
890,0.00022939,0.00000466,0.00001461,0.09413162,0.00001857
891,0.00023016,0.00000325,0.00001401,0.07189929,0.00001662
892,0.00021920,0.00000921,0.00001007,0.05457376,0.00001805
893,0.00021508,0.00000755,0.00001695,0.04144546,0.00002361
894,0.00022046,0.00000493,0.00002042,0.03158417,0.00001927
895,0.00020159,0.00000922,0.00002108,0.02425525,0.00003019
896,0.00021016,0.00000673,0.00003064,0.01879617,0.00003036
897,0.00018988,0.00001643,0.00003171,0.01470317,0.00003602
898,0.00019842,0.00001135,0.00004339,0.01163795,0.00003469
899,0.00017117,0.00001160,0.00004171,0.00930858,0.00004530
900,0.00018205,0.00002335,0.00005692,0.00744330,0.00004918
901,0.00015240,0.00001573,0.00007019,0.00607348,0.00005892
902,0.00014443,0.00002364,0.00007121,0.00501379,0.00005708
903,0.00015946,0.00001931,0.00007122,0.00413379,0.00006488
904,0.00014629,0.00002613,0.00008504,0.00347084,0.00006319
905,0.00012207,0.00002318,0.00007450,0.00293573,0.00007284
906,0.00013127,0.00001698,0.00008010,0.00250919,0.00006971
907,0.00010545,0.00001954,0.00008936,0.00215786,0.00007822
908,0.00011422,0.00001127,0.00008826,0.00186591,0.00007143
909,0.00009446,0.00001395,0.00008831,0.00163284,0.00007223
910,0.00009843,0.00001618,0.00009721,0.00142997,0.00007024
911,0.00008316,0.00000862,0.00009019,0.00127599,0.00007097
912,0.00008914,0.00001383,0.00008741,0.00112918,0.00007120
913,0.00008435,0.00000962,0.00008467,0.00102171,0.00006619
914,0.00006511,0.00000696,0.00007373,0.00091069,0.00006294
915,0.00007269,0.00000696,0.00006748,0.00083541,0.00005778
916,0.00006160,0.00000561,0.00006984,0.00075489,0.00005333
917,0.00006279,0.00000807,0.00005307,0.00069931,0.00005405
918,0.00005814,0.00000905,0.00004844,0.00063879,0.00004915
919,0.00005882,0.00000632,0.00005417,0.00059080,0.00004779
920,0.00005406,0.00000850,0.00004482,0.00055023,0.00004379
921,0.00005351,0.00000820,0.00004483,0.00050660,0.00004087
922,0.00005183,0.00001222,0.00003814,0.00047777,0.00003311
923,0.00005084,0.00000921,0.00003524,0.00044789,0.00003608
924,0.00004786,0.00001027,0.00002726,0.00041317,0.00003592
925,0.00004877,0.00001204,0.00002455,0.00039493,0.00002213
926,0.00004859,0.00001323,0.00002566,0.00035947,0.00002159
927,0.00004583,0.00001373,0.00002043,0.00033744,0.00002350
928,0.00004279,0.00001579,0.00001759,0.00031989,0.00001705
929,0.00004263,0.00001521,0.00001473,0.00028719,0.00002055
930,0.00004130,0.00002156,0.00001512,0.00027707,0.00001764
931,0.00004093,0.00001894,0.00001132,0.00025430,0.00001453
932,0.00004059,0.00002375,0.00000862,0.00023132,0.00001636
933,0.00004012,0.00002243,0.00001262,0.00022543,0.00001197
934,0.00004037,0.00002409,0.00000857,0.00019537,0.00001123
935,0.00004396,0.00002019,0.00000918,0.00018380,0.00001127
936,0.00004304,0.00002182,0.00000689,0.00016713,0.00001042
937,0.00004054,0.00001452,0.00000671,0.00014542,0.00001021
938,0.00004200,0.00001755,0.00000434,0.00013876,0.00001099
939,0.00004073,0.00001475,0.00000648,0.00011616,0.00001171
940,0.00004199,0.00000805,0.00000513,0.00011019,0.00001030
941,0.00004077,0.00001071,0.00000748,0.00009086,0.00001236
942,0.00004125,0.00000537,0.00000691,0.00009183,0.00001192
943,0.00003820,0.00000682,0.00000789,0.00006774,0.00000823
944,0.00003723,0.00000663,0.00000754,0.00006181,0.00000820
945,0.00003610,0.00000526,0.00000715,0.00006360,0.00000893
946,0.00003503,0.00000418,0.00000806,0.00004633,0.00001115
947,0.00003232,0.00000477,0.00000701,0.00005224,0.00001001
948,0.00003214,0.00000426,0.00000449,0.00003735,0.00000802
949,0.00003263,0.00000405,0.00000640,0.00003902,0.00000976
950,0.00003065,0.00000367,0.00000595,0.00002393,0.00000966
951,0.00003127,0.00000399,0.00000877,0.00003180,0.00000957
952,0.00002955,0.00000340,0.00000724,0.00001716,0.00000726
953,0.00002956,0.00000339,0.00000837,0.00001762,0.00000967
954,0.00002840,0.00000169,0.00000733,0.00002033,0.00001001
955,0.00002896,0.00000178,0.00000815,0.00001262,0.00000803
956,0.00002780,0.00000242,0.00000621,0.00001259,0.00000726
957,0.00002805,0.00000171,0.00000755,0.00001118,0.00000739
958,0.00002680,0.00000172,0.00000444,0.00001421,0.00000845
959,0.00002585,0.00000233,0.00000580,0.00000830,0.00000698
960,0.00002704,0.00000182,0.00000524,0.00001294,0.00000568
961,0.00002540,0.00000230,0.00000343,0.00000699,0.00000472
962,0.00002576,0.00000204,0.00000356,0.00000782,0.00000650
963,0.00002438,0.00000245,0.00000340,0.00000718,0.00000706
964,0.00002409,0.00000243,0.00000361,0.00000642,0.00000546
965,0.00002110,0.00000136,0.00000245,0.00000548,0.00000433
966,0.00002288,0.00000259,0.00000146,0.00000427,0.00000607
967,0.00001930,0.00000105,0.00000232,0.00000417,0.00000408
968,0.00002147,0.00000239,0.00000165,0.00000440,0.00000788
969,0.00001830,0.00000090,0.00000168,0.00000377,0.00000464
970,0.00001907,0.00000213,0.00000491,0.00000253,0.00000958
971,0.00001917,0.00000104,0.00000168,0.00000456,0.00000689
972,0.00001634,0.00000226,0.00000411,0.00000202,0.00000976
973,0.00001778,0.00000088,0.00000122,0.00000373,0.00000672
974,0.00001705,0.00000229,0.00000367,0.00000325,0.00000574
975,0.00001506,0.00000065,0.00000244,0.00000341,0.00000980
976,0.00001555,0.00000246,0.00000179,0.00000232,0.00000503
977,0.00001544,0.00000063,0.00000395,0.00000301,0.00000796
978,0.00001376,0.00000238,0.00000177,0.00000117,0.00000325
979,0.00001432,0.00000072,0.00000108,0.00000319,0.00000636
980,0.00001256,0.00000210,0.00000330,0.00000169,0.00000334
981,0.00001321,0.00000091,0.00000166,0.00000286,0.00000562
982,0.00001143,0.00000122,0.00000258,0.00000184,0.00000413
983,0.00001207,0.00000184,0.00000204,0.00000260,0.00000400
984,0.00001040,0.00000177,0.00000054,0.00000212,0.00000610
985,0.00001079,0.00000066,0.00000259,0.00000293,0.00000240
986,0.00001077,0.00000153,0.00000133,0.00000175,0.00000486
987,0.00000938,0.00000065,0.00000205,0.00000229,0.00000262
988,0.00000992,0.00000147,0.00000101,0.00000126,0.00000333
989,0.00000926,0.00000054,0.00000210,0.00000232,0.00000152
990,0.00000875,0.00000145,0.00000084,0.00000099,0.00000236
991,0.00000915,0.00000023,0.00000090,0.00000250,0.00000152
992,0.00000791,0.00000134,0.00000176,0.00000135,0.00000228
993,0.00000858,0.00000029,0.00000079,0.00000090,0.00000070
994,0.00000757,0.00000141,0.00000165,0.00000289,0.00000185
995,0.00000885,0.00000045,0.00000071,0.00000070,0.00000162
996,0.00000740,0.00000127,0.00000173,0.00000210,0.00000093
997,0.00000859,0.00000146,0.00000070,0.00000118,0.00000188
998,0.00000871,0.00000040,0.00000043,0.00000072,0.00000116
999,0.00000732,0.00000142,0.00000056,0.00000182,0.00000041
1000,0.00000711,0.00000038,0.00000159,0.00000111,0.00000126
