WL(nm),spot7 blue,spot7 green,spot7 red,spot7 nir,spot7 pan
847,0.00017582,0.0000722,0.00038659,0.72298152,0.00067518
848,0.00024524,0.00006014,0.00043095,0.72021711,0.0005385
849,0.00026694,0.00004875,0.00056398,0.71442616,0.00066859
850,0.00022715,0.00005258,0.00050348,0.70741587,0.00061307
851,0.00032497,0.00003565,0.00093714,0.70229356,0.00054965
852,0.0002817,0.00007177,0.00082918,0.69294838,0.00060275
853,0.00034769,0.00007104,0.00145512,0.68565894,0.00055978
854,0.00033173,0.00008731,0.00121083,0.6758178,0.00059326
855,0.00037314,0.00007186,0.00162082,0.66674764,0.00038563
856,0.00037829,0.00006171,0.00150129,0.65566807,0.00052094
857,0.0004133,0.00008015,0.00172142,0.64647491,0.00034087
858,0.00042102,0.00008004,0.00174971,0.63436091,0.00047719
859,0.00046824,0.00007025,0.00215471,0.62463186,0.00033906
860,0.00049618,0.00006437,0.00155445,0.61182248,0.00079178
861,0.00044199,0.00008914,0.0021183,0.60198518,0.00035698
862,0.00048677,0.00007735,0.00180054,0.58883199,0.00069867
863,0.000461,0.00010531,0.00200521,0.57715173,0.00035092
864,0.00046599,0.0001332,0.00225353,0.56464345,0.00042749
865,0.00045641,0.00018553,0.00181498,0.55287818,0.00058907
866,0.00046133,0.00024888,0.00157519,0.54036759,0.00044149
867,0.00044819,0.00031282,0.00150561,0.52782704,0.00027304
868,0.00046989,0.00033818,0.00113053,0.51690357,0.00050253
869,0.00044635,0.00037322,0.00091561,0.50466071,0.00023083
870,0.00047845,0.00039438,0.00125984,0.49383566,0.0006667
871,0.00047385,0.00045824,0.0004902,0.48205271,0.00046507
872,0.00048667,0.00057622,0.00083115,0.47164245,0.00057098
873,0.0004799,0.00053886,0.00031627,0.46001038,0.00058815
874,0.00050097,0.00057083,0.00050899,0.44980518,0.00040272
875,0.00051193,0.00077627,0.00028469,0.43793327,0.00050959
876,0.0004961,0.0007139,0.00050944,0.42709733,0.00043142
877,0.00046472,0.00084311,0.00032131,0.41396077,0.00043756
878,0.00047204,0.00084149,0.0002815,0.40137009,0.00032923
879,0.00044392,0.00090536,0.00033156,0.38586948,0.00043098
880,0.00046442,0.00082861,0.00022176,0.37068412,0.00026061
881,0.00042957,0.00086587,0.00032453,0.35288254,0.00045092
882,0.00043412,0.00068999,0.00045876,0.33472355,0.00032678
883,0.00040153,0.00071035,0.00040747,0.31558511,0.00047319
884,0.00040159,0.00050077,0.00038652,0.29514514,0.00034628
885,0.00037526,0.00057973,0.00040131,0.27475765,0.00048139
886,0.00040837,0.00049009,0.00028282,0.25345539,0.00037204
887,0.00043986,0.00029599,0.00040392,0.23214046,0.00038535
888,0.00046382,0.00036636,0.00033631,0.2102796,0.00041664
889,0.00041253,0.00023152,0.00040894,0.18824881,0.00034449
890,0.00059482,0.00029234,0.0003305,0.16624856,0.00039619
891,0.00068184,0.00021208,0.00030564,0.1445112,0.00034491
892,0.00056751,0.00026579,0.00033846,0.12360413,0.00032514
893,0.00062762,0.00024313,0.000448,0.10381962,0.00040904
894,0.00115076,0.00019274,0.00037641,0.08571603,0.0002649
895,0.00081662,0.00026977,0.00064047,0.06959838,0.00037081
896,0.00155619,0.00019763,0.00048679,0.05552551,0.00039248
897,0.00104549,0.00027555,0.00070731,0.04386728,0.00029232
898,0.00190995,0.00022845,0.00081347,0.03440667,0.00045006
899,0.00126547,0.00025472,0.00081173,0.02687229,0.00038098
900,0.00209437,0.00026779,0.00102336,0.02110156,0.00040739
901,0.00149861,0.00017973,0.00102983,0.01661993,0.00053541
902,0.00223191,0.00022606,0.0010428,0.01335375,0.00032222
903,0.00183191,0.00014903,0.00127797,0.01061861,0.00039931
904,0.00220899,0.00020611,0.00094738,0.00869194,0.0003528
905,0.00216654,0.00013304,0.00127715,0.00725708,0.00038776
906,0.0018191,0.0001719,0.00095358,0.00609407,0.00038939
907,0.00171485,0.00015993,0.00142547,0.00519509,0.0003679
908,0.00199282,0.0001057,0.00117557,0.0045294,0.00034934
909,0.00147542,0.0001677,0.00159699,0.00397034,0.00037134
910,0.00178681,0.00013147,0.00151229,0.00353569,0.00032821
911,0.00134297,0.00020031,0.00160373,0.00317665,0.00031566
912,0.00155161,0.0001666,0.00140223,0.00315855,0.00024287
913,0.00118001,0.00025943,0.00163081,0.00268734,0.00041743
914,0.00129745,0.00021377,0.00118554,0.00271803,0.00028689
915,0.0012973,0.00029539,0.00141938,0.00235136,0.00031534
916,0.0010261,0.00024219,0.00098459,0.00219227,0.00039213
917,0.00116022,0.00036546,0.00123393,0.00230116,0.00027255
918,0.00094134,0.00043885,0.00093584,0.00198,0.00037502
919,0.00106077,0.00027496,0.0010904,0.00202296,0.00037074
920,0.00085644,0.00053042,0.00110717,0.00178952,0.00026002
921,0.00096294,0.00032145,0.00129543,0.00179717,0.00027844
922,0.00076439,0.0006148,0.00157107,0.00160864,0.0003889
923,0.000884,0.00040742,0.00177103,0.00159701,0.00013671
924,0.00070669,0.00067215,0.0024501,0.00144008,0.00034237
925,0.00081583,0.00051416,0.00262455,0.00138505,0.00023497
926,0.00067034,0.00052226,0.00326675,0.00135547,0.00038143
927,0.00074852,0.00069289,0.00317133,0.0011723,0.00039236
928,0.00068135,0.00052029,0.00341599,0.00118755,0.00030945
929,0.00064329,0.00063089,0.00339153,0.00097971,0.00041147
930,0.00077192,0.00043503,0.00255045,0.00102202,0.00032061
931,0.00065277,0.00055451,0.00341163,0.00078241,0.00030689
932,0.00085626,0.00033964,0.00245471,0.00084229,0.00030715
933,0.00093151,0.00038334,0.00396261,0.00061157,0.00026961
934,0.00071011,0.00039794,0.00299115,0.00067245,0.00030304
935,0.00111581,0.00023054,0.00440852,0.00045444,0.00019717
936,0.00079836,0.00032307,0.00358599,0.00052892,0.00016629
937,0.00145005,0.00018122,0.00364088,0.00031757,0.00030692
938,0.00093868,0.00024924,0.00437925,0.00040737,0.00018904
939,0.00187674,0.00015145,0.00323578,0.00023199,0.00029835
940,0.00115206,0.00020317,0.00281471,0.00029164,0.00035728
941,0.00240948,0.00011635,0.00327517,0.00017067,0.00025454
942,0.00146458,0.00015634,0.00181111,0.00021092,0.00042188
943,0.00289086,0.00009766,0.00239744,0.00012069,0.00023252
944,0.00187166,0.00014399,0.00192772,0.00015209,0.0003361
945,0.00205802,0.00008939,0.00100582,0.00008686,0.00029606
946,0.0032185,0.00011699,0.00121342,0.00007762,0.0002734
947,0.00242934,0.00008222,0.00104677,0.00011153,0.00021945
948,0.00305616,0.00008179,0.00071836,0.0000449,0.00026361
949,0.00297518,0.00012374,0.00082156,0.00007369,0.00015407
950,0.00281772,0.00008719,0.00060287,0.00005463,0.00031777
951,0.0020138,0.00008218,0.0005377,0.00004515,0.00009531
952,0.00170738,0.00010928,0.00061853,0.00003764,0.00028796
953,0.0025652,0.00006665,0.00051644,0.00004601,0.00011005
954,0.00117855,0.00010995,0.00059374,0.00002896,0.00027669
955,0.00210006,0.0000682,0.00042431,0.000044,0.00016405
956,0.00076881,0.00009885,0.00038815,0.00003019,0.00030583
957,0.00060492,0.00006604,0.00048799,0.00004468,0.0001429
958,0.00125845,0.00008486,0.00032123,0.00001632,0.00023516
959,0.00036262,0.00006791,0.00046768,0.00005394,0.00015458
960,0.00080856,0.00007542,0.0002917,0.00000519,0.00019938
961,0.00063055,0.00007445,0.00043373,0.00004381,0.00017723
962,0.00016955,0.00005123,0.000257,0.00002259,0.00021474
963,0.00039683,0.00007515,0.00037957,0.00003141,0.00014949
964,0.0001133,0.00005162,0.00018949,0.00002437,0.00013704
965,0.00023965,0.00004402,0.00030012,0.00003442,0.00014828
966,0.000148,0.00006123,0.00027898,0.00001864,0.00015649
967,0.00005201,0.00003496,0.00019133,0.00002774,0.00013707
968,0.00011865,0.00005755,0.00029651,0.00001493,0.00022095
969,0.00009233,0.00003326,0.00016332,0.00002743,0.00021742
970,0.00002473,0.00003472,0.00023933,0.00000944,0.00009351
971,0.00006307,0.00004615,0.00019844,0.00001862,0.00024997
972,0.00001335,0.00002466,0.00016593,0.00001786,0.00014835
973,0.00004538,0.00004317,0.00021609,0.00000827,0.00020272
974,0.00001368,0.00000709,0.00009318,0.00002577,0.00016099
975,0.00002905,0.00003238,0.0001937,0.00000295,0.00024581
976,0.00001141,0.00000849,0.00009308,0.00001902,0.00004967
977,0.00001108,0.00000817,0.00015418,0.00001165,0.00024035
978,0.00001076,0.00002532,0.00013934,0.00001945,0.00010167
979,0.00000535,0.00000556,0.0001028,0.00001364,0.00018867
980,0.00000866,0.00001801,0.00015356,0.00001767,0.00008909
981,0.00000426,0.00000423,0.00012038,0.00001481,0.00019071
982,0.00000863,0.00001379,0.00009779,0.00001212,0.00011898
983,0.00000182,0.00000381,0.00013168,0.0000091,0.00012934
984,0.00001459,0.00001076,0.00004444,0.00001362,0.00009462
985,0.00000246,0.00001178,0.00013491,0.00000845,0.00015938
986,0.00001139,0.00000258,0.0000294,0.00000647,0.00005741
987,0.00000223,0.00000601,0.00008944,0.00000814,0.00011453
988,0.00001215,0.00000697,0.0000622,0.00000627,0.00006067
989,0.00000195,0.00000427,0.00005678,0.00000766,0.0001053
990,0.00001234,0.00000595,0.0000622,0.00000823,0.00004552
991,0.00000216,0.00000445,0.00005463,0.0000081,0.00006926
992,0.00000182,0.00000854,0.00007149,0.00000825,0.00007011
993,0.00000787,0,0.00003553,0.00000769,0.00005462
994,0.00000252,0.00000356,0.00005079,0.00000882,0.00006644
995,0.00000709,0.00000571,0.00005609,0.00000802,0.00006286
996,0.00000137,0.00000097,0.00003252,0.00001068,0.00004531
997,0.00000501,0.00000783,0.00004385,0.000008,0.0000656
998,0.00000541,0.00000624,0.00004767,0.00000757,0.00005288
999,0.00000122,0.00000279,0.00004306,0.0000056,0.00006025
1000,0.00000297,0.00000978,0.00005025,0.000007,0.00004717
